 4151.9411 | 08740.0749 | -5:58:39 | 220.739476 | 358.779567 | 2
 4151.9413 | 08740.0746 | -5:58:40 | 220.739732 | 358.779799 | 2
 4151.9412 | 08740.0743 | -5:58:41 | 220.739991 | 358.779686 | 2
 4151.9391 | 08740.0742 | -5:58:46 | 220.740095 | 358.777271 | 2
 4151.9396 | 08740.0730 | -5:58:47 | 220.741123 | 358.777854 | 2
 4151.9393 | 08740.0724 | -5:58:48 | 220.741641 | 358.777513 | 2
 4151.9390 | 08740.0720 | -5:58:49 | 220.741988 | 358.777171 | 2
 4151.9389 | 08740.0719 | -5:58:50 | 220.742075 | 358.777057 | 2
 4151.9387 | 08740.0720 | -5:58:51 | 220.741990 | 358.776826 | 2
 4151.9389 | 08740.0736 | -5:58:54 | 220.740613 | 358.777045 | 2
 4151.9378 | 08740.0750 | -5:58:55 | 220.739419 | 358.775771 | 2
 4151.9390 | 08740.0794 | -5:58:57 | 220.735625 | 358.777122 | 2
 4151.9392 | 08740.0815 | -5:58:58 | 220.733818 | 358.777338 | 2
 4151.9393 | 08740.0832 | -5:58:59 | 220.732355 | 358.777441 | 2
 4151.9394 | 08740.0848 | -5:59:00 | 220.730979 | 358.777546 | 2
 4151.9394 | 08740.0864 | -5:59:01 | 220.729603 | 358.777535 | 2
 4151.9395 | 08740.0880 | -5:59:02 | 220.728226 | 358.777639 | 2
 4151.9422 | 08740.0872 | -5:59:03 | 220.728890 | 358.780750 | 2
 4151.9436 | 08740.0889 | -5:59:04 | 220.727416 | 358.782349 | 2
 4151.9443 | 08740.0903 | -5:59:05 | 220.726206 | 358.783145 | 2
 4151.9458 | 08740.0925 | -5:59:07 | 220.724301 | 358.784856 | 2
 4151.9465 | 08740.0939 | -5:59:08 | 220.723091 | 358.785652 | 2
 4151.9472 | 08740.0953 | -5:59:09 | 220.721881 | 358.786448 | 2
 4151.9481 | 08740.0967 | -5:59:10 | 220.720669 | 358.787474 | 2
 4151.9532 | 08740.1023 | -5:59:11 | 220.715809 | 358.793303 | 2
 4151.9548 | 08740.1041 | -5:59:12 | 220.714247 | 358.795131 | 2
 4151.9564 | 08740.1059 | -5:59:13 | 220.712685 | 358.796959 | 2
 4151.9585 | 08740.1072 | -5:59:14 | 220.711549 | 358.799366 | 2
 4151.9733 | 08740.1008 | -5:59:15 | 220.716920 | 358.816433 | 2
 4151.9779 | 08740.0903 | -5:59:16 | 220.725907 | 358.821794 | 2
 4151.9812 | 08740.0898 | -5:59:17 | 220.726307 | 358.825593 | 2
 4151.9839 | 08740.0902 | -5:59:18 | 220.725939 | 358.828696 | 2
 4151.9869 | 08740.0904 | -5:59:19 | 220.725740 | 358.832145 | 2
 4151.9929 | 08740.0909 | -5:59:20 | 220.725257 | 358.839044 | 2
 4151.9960 | 08740.0911 | -5:59:21 | 220.725057 | 358.842608 | 2
 4152.0002 | 08740.0919 | -5:59:22 | 220.724332 | 358.847434 | 2
 4152.0008 | 08740.0921 | -5:59:23 | 220.724155 | 358.848123 | 2
 4152.0017 | 08740.0920 | -5:59:24 | 220.724233 | 358.849158 | 2
 4152.0033 | 08740.0917 | -5:59:25 | 220.724477 | 358.851001 | 2
 4152.0046 | 08740.0915 | -5:59:26 | 220.724637 | 358.852497 | 2
 4152.0050 | 08740.0923 | -5:59:27 | 220.723946 | 358.852952 | 2
 4152.0061 | 08740.0926 | -5:59:28 | 220.723678 | 358.854216 | 2
 4152.0072 | 08740.0929 | -5:59:29 | 220.723410 | 358.855479 | 2
 4152.0153 | 08740.0954 | -5:59:30 | 220.721188 | 358.864779 | 2
 4152.0185 | 08740.0972 | -5:59:31 | 220.719612 | 358.868448 | 2
 4152.0200 | 08740.1026 | -5:59:32 | 220.714956 | 358.870137 | 2
 4152.0161 | 08740.1116 | -5:59:33 | 220.707253 | 358.865591 | 2
 4152.0167 | 08740.1172 | -5:59:34 | 220.702432 | 358.866244 | 2
 4152.0175 | 08740.1234 | -5:59:35 | 220.697095 | 358.867123 | 2
 4152.0181 | 08740.1300 | -5:59:36 | 220.691415 | 358.867769 | 2
 4152.0189 | 08740.1373 | -5:59:37 | 220.685131 | 358.868641 | 2
 4152.0195 | 08740.1452 | -5:59:38 | 220.678333 | 358.869279 | 2
 4152.0202 | 08740.1532 | -5:59:39 | 220.671449 | 358.870031 | 2
 4152.0204 | 08740.1618 | -5:59:40 | 220.664053 | 358.870204 | 2
 4152.0211 | 08740.1700 | -5:59:41 | 220.656996 | 358.870954 | 2
 4152.0218 | 08740.1782 | -5:59:42 | 220.649940 | 358.871705 | 2
 4152.0215 | 08740.1848 | -5:59:43 | 220.644268 | 358.871316 | 2
 4152.0215 | 08740.1921 | -5:59:44 | 220.637992 | 358.871267 | 2
 4152.0219 | 08740.1992 | -5:59:45 | 220.631883 | 358.871680 | 2
 4152.0226 | 08740.2066 | -5:59:46 | 220.625515 | 358.872436 | 2
 4152.0227 | 08740.2139 | -5:59:47 | 220.619237 | 358.872503 | 2
 4152.0159 | 08740.2268 | -5:59:48 | 220.608207 | 358.864595 | 2
 4152.0158 | 08740.2342 | -5:59:49 | 220.601845 | 358.864431 | 2
 4152.0159 | 08740.2410 | -5:59:50 | 220.595998 | 358.864501 | 2
 4152.0158 | 08740.2523 | -5:59:52 | 220.586283 | 358.864311 | 2
 4152.0156 | 08740.2563 | -5:59:53 | 220.582845 | 358.864055 | 2
 4152.0153 | 08740.2592 | -5:59:54 | 220.580355 | 358.863690 | 2
 4152.0150 | 08740.2612 | -5:59:55 | 220.578638 | 358.863332 | 2
 4152.0146 | 08740.2627 | -5:59:56 | 220.577352 | 358.862862 | 2
 4152.0143 | 08740.2639 | -5:59:57 | 220.576323 | 358.862509 | 2
 4152.0140 | 08740.2649 | -5:59:58 | 220.575465 | 358.862157 | 2
 4152.0137 | 08740.2655 | -5:59:59 | 220.574952 | 358.861808 | 2
 4152.0189 | 08740.2614 | -4:00:00 | 220.578431 | 358.867817 | 2
 4152.0192 | 08740.2612 | -4:00:01 | 220.578601 | 358.868163 | 2
 4152.0193 | 08740.2611 | -4:00:02 | 220.578686 | 358.868279 | 2
 4152.0193 | 08740.2611 | -4:00:03 | 220.578686 | 358.868279 | 2
 4152.0193 | 08740.2611 | -4:00:04 | 220.578686 | 358.868279 | 2
 4152.0193 | 08740.2611 | -4:00:05 | 220.578686 | 358.868279 | 2
 4152.0194 | 08740.2618 | -4:00:06 | 220.578083 | 358.868389 | 2
 4152.0192 | 08740.2631 | -4:00:07 | 220.576967 | 358.868150 | 2
 4152.0190 | 08740.2657 | -4:00:08 | 220.574733 | 358.867903 | 2
 4152.0188 | 08740.2691 | -4:00:09 | 220.571812 | 358.867651 | 2
 4152.0188 | 08740.2733 | -4:00:10 | 220.568201 | 358.867623 | 2
 4152.0189 | 08740.2780 | -4:00:11 | 220.564159 | 358.867707 | 2
 4152.0188 | 08740.2834 | -4:00:12 | 220.559517 | 358.867556 | 2
 4152.0184 | 08740.2896 | -4:00:13 | 220.554190 | 358.867055 | 2
 4152.0181 | 08740.2966 | -4:00:14 | 220.548174 | 358.866663 | 2
 4152.0178 | 08740.3041 | -4:00:15 | 220.541728 | 358.866268 | 2
 4152.0177 | 08740.3122 | -4:00:16 | 220.534765 | 358.866100 | 2
 4152.0175 | 08740.3208 | -4:00:17 | 220.527372 | 358.865813 | 2
 4152.0173 | 08740.3297 | -4:00:18 | 220.519722 | 358.865524 | 2
 4152.0172 | 08740.3391 | -4:00:19 | 220.511641 | 358.865346 | 2
 4152.0170 | 08740.3487 | -4:00:20 | 220.503388 | 358.865053 | 2
 4152.0168 | 08740.3587 | -4:00:21 | 220.494792 | 358.864756 | 2
 4152.0167 | 08740.3690 | -4:00:22 | 220.485937 | 358.864573 | 2
 4152.0164 | 08740.3798 | -4:00:23 | 220.476654 | 358.864157 | 2
 4152.0163 | 08740.3909 | -4:00:24 | 220.467112 | 358.863968 | 2
 4152.0161 | 08740.4025 | -4:00:25 | 220.457140 | 358.863662 | 2
 4152.0159 | 08740.4143 | -4:00:26 | 220.446996 | 358.863354 | 2
 4152.0159 | 08740.4261 | -4:00:27 | 220.436850 | 358.863276 | 2
 4152.0159 | 08740.4381 | -4:00:28 | 220.426533 | 358.863196 | 2
 4152.0158 | 08740.4503 | -4:00:29 | 220.416044 | 358.863001 | 2
 4152.0157 | 08740.4625 | -4:00:30 | 220.405556 | 358.862805 | 2
 4152.0156 | 08740.4746 | -4:00:31 | 220.395153 | 358.862610 | 2
 4152.0154 | 08740.4865 | -4:00:32 | 220.384924 | 358.862302 | 2
 4152.0154 | 08740.4982 | -4:00:33 | 220.374864 | 358.862225 | 2
 4152.0153 | 08740.5098 | -4:00:34 | 220.364891 | 358.862033 | 2
 4152.0151 | 08740.5212 | -4:00:35 | 220.355091 | 358.861728 | 2
 4152.0151 | 08740.5322 | -4:00:36 | 220.345634 | 358.861655 | 2
 4152.0150 | 08740.5425 | -4:00:37 | 220.336779 | 358.861473 | 2
 4152.0148 | 08740.5519 | -4:00:38 | 220.328699 | 358.861181 | 2
 4152.0144 | 08740.5696 | -4:00:40 | 220.313484 | 358.860604 | 2
 4152.0141 | 08740.5785 | -4:00:41 | 220.305834 | 358.860200 | 2
 4152.0166 | 08740.5846 | -4:00:42 | 220.300568 | 358.863036 | 2
 4152.0200 | 08740.5850 | -4:00:43 | 220.300194 | 358.866944 | 2
 4152.0351 | 08740.5756 | -4:00:44 | 220.308143 | 358.884375 | 2
 4152.0394 | 08740.5755 | -4:00:45 | 220.308191 | 358.889321 | 2
 4152.0439 | 08740.5751 | -4:00:46 | 220.308495 | 358.894500 | 2
 4152.0483 | 08740.5747 | -4:00:47 | 220.308800 | 358.899564 | 2
 4152.0533 | 08740.5743 | -4:00:48 | 220.309100 | 358.905318 | 2
 4152.0580 | 08740.5739 | -4:00:49 | 220.309403 | 358.910727 | 2
 4152.0655 | 08740.5734 | -4:00:50 | 220.309767 | 358.919357 | 2
 4152.0793 | 08740.5729 | -4:00:52 | 220.310075 | 358.935234 | 2
 4152.0853 | 08740.5732 | -4:00:53 | 220.309764 | 358.942133 | 2
 4152.0913 | 08740.5735 | -4:00:54 | 220.309454 | 358.949033 | 2
 4152.0977 | 08740.5742 | -4:00:55 | 220.308795 | 358.956390 | 2
 4152.1199 | 08740.5761 | -4:00:56 | 220.306966 | 358.981913 | 2
 4152.1273 | 08740.5762 | -4:00:57 | 220.306815 | 358.990424 | 2
 4152.1335 | 08740.5764 | -4:00:58 | 220.306589 | 358.997554 | 2
 4152.1397 | 08740.5765 | -4:00:59 | 220.306448 | 359.004685 | 2
 4152.1458 | 08740.5767 | -4:01:00 | 220.306222 | 359.011700 | 2
 4152.1452 | 08740.5778 | -4:01:01 | 220.305282 | 359.011003 | 2
 4152.1466 | 08740.5784 | -4:01:02 | 220.304754 | 359.012609 | 2
 4152.1471 | 08740.5778 | -4:01:03 | 220.305265 | 359.013188 | 2
 4152.1481 | 08740.5775 | -4:01:04 | 220.305514 | 359.014341 | 2
 4152.1488 | 08740.5774 | -4:01:05 | 220.305594 | 359.015146 | 2
 4152.1493 | 08740.5773 | -4:01:06 | 220.305676 | 359.015722 | 2
 4152.1505 | 08740.5777 | -4:01:07 | 220.305321 | 359.017100 | 2
 4152.1516 | 08740.5788 | -4:01:08 | 220.304366 | 359.018358 | 2
 4152.1529 | 08740.5808 | -4:01:09 | 220.302635 | 359.019840 | 2
 4152.1544 | 08740.5826 | -4:01:10 | 220.301074 | 359.021554 | 2
 4152.1511 | 08740.5894 | -4:01:11 | 220.295257 | 359.017713 | 2
 4152.1515 | 08740.5943 | -4:01:12 | 220.291040 | 359.018141 | 2
 4152.1512 | 08740.5994 | -4:01:13 | 220.286658 | 359.017762 | 2
 4152.1508 | 08740.6050 | -4:01:14 | 220.281847 | 359.017265 | 2
 4152.1503 | 08740.6113 | -4:01:15 | 220.276435 | 359.016649 | 2
 4152.1500 | 08740.6180 | -4:01:16 | 220.270677 | 359.016260 | 2
 4152.1498 | 08740.6250 | -4:01:17 | 220.264661 | 359.015984 | 2
 4152.1498 | 08740.6328 | -4:01:18 | 220.257955 | 359.015932 | 2
 4152.1495 | 08740.6408 | -4:01:19 | 220.251079 | 359.015535 | 2
 4152.1492 | 08740.6489 | -4:01:20 | 220.244118 | 359.015136 | 2
 4152.1490 | 08740.6574 | -4:01:21 | 220.236812 | 359.014851 | 2
 4152.1488 | 08740.6661 | -4:01:22 | 220.229333 | 359.014563 | 2
 4152.1486 | 08740.6749 | -4:01:23 | 220.221769 | 359.014276 | 2
 4152.1493 | 08740.6842 | -4:01:24 | 220.213767 | 359.015020 | 2
 4152.1494 | 08740.6934 | -4:01:25 | 220.205857 | 359.015074 | 2
 4152.1492 | 08740.7026 | -4:01:26 | 220.197949 | 359.014784 | 2
 4152.1490 | 08740.7119 | -4:01:27 | 220.189955 | 359.014493 | 2
 4152.1489 | 08740.7214 | -4:01:28 | 220.181788 | 359.014316 | 2
 4152.1488 | 08740.7310 | -4:01:29 | 220.173535 | 359.014138 | 2
 4152.1490 | 08740.7408 | -4:01:30 | 220.165108 | 359.014303 | 2
 4152.1490 | 08740.7504 | -4:01:31 | 220.156854 | 359.014241 | 2
 4152.1489 | 08740.7599 | -4:01:32 | 220.148687 | 359.014063 | 2
 4152.1487 | 08740.7695 | -4:01:33 | 220.140435 | 359.013770 | 2
 4152.1486 | 08740.7792 | -4:01:34 | 220.132096 | 359.013592 | 2
 4152.1486 | 08740.7890 | -4:01:35 | 220.123671 | 359.013528 | 2
 4152.1487 | 08740.7987 | -4:01:36 | 220.115330 | 359.013579 | 2
 4152.1488 | 08740.8086 | -4:01:37 | 220.106818 | 359.013629 | 2
 4152.1488 | 08740.8182 | -4:01:38 | 220.098564 | 359.013567 | 2
 4152.1488 | 08740.8277 | -4:01:39 | 220.090396 | 359.013505 | 2
 4152.1489 | 08740.8371 | -4:01:40 | 220.082314 | 359.013558 | 2
 4152.1488 | 08740.8463 | -4:01:41 | 220.074405 | 359.013383 | 2
 4152.1487 | 08740.8553 | -4:01:42 | 220.066668 | 359.013209 | 2
 4152.1486 | 08740.8642 | -4:01:43 | 220.059017 | 359.013036 | 2
 4152.1485 | 08740.8730 | -4:01:44 | 220.051452 | 359.012863 | 2
 4152.1482 | 08740.8816 | -4:01:45 | 220.044060 | 359.012462 | 2
 4152.1479 | 08740.8900 | -4:01:46 | 220.036841 | 359.012062 | 2
 4152.1476 | 08740.8983 | -4:01:47 | 220.029708 | 359.011663 | 2
 4152.1475 | 08740.9066 | -4:01:48 | 220.022572 | 359.011494 | 2
 4152.1475 | 08740.9146 | -4:01:49 | 220.015694 | 359.011442 | 2
 4152.1475 | 08740.9224 | -4:01:50 | 220.008988 | 359.011391 | 2
 4152.1475 | 08740.9295 | -4:01:51 | 220.002884 | 359.011344 | 2
 4152.1484 | 08740.9415 | -4:01:53 | 219.992559 | 359.012301 | 2
 4152.1489 | 08740.9472 | -4:01:54 | 219.987654 | 359.012839 | 2
 4152.1495 | 08740.9527 | -4:01:55 | 219.982920 | 359.013494 | 2
 4152.1544 | 08740.9578 | -4:01:57 | 219.978493 | 359.019097 | 2
 4152.1632 | 08740.9683 | -4:02:03 | 219.969388 | 359.029150 | 2
 4152.1645 | 08740.9702 | -4:02:04 | 219.967744 | 359.030633 | 2
 4152.1685 | 08740.9741 | -4:02:09 | 219.964356 | 359.035209 | 2
 4152.1673 | 08740.9737 | -4:02:14 | 219.964710 | 359.033831 | 2
 4152.1533 | 08740.9597 | -4:02:18 | 219.976869 | 359.017819 | 2
 4152.1564 | 08740.9493 | -4:02:22 | 219.985783 | 359.021453 | 2
 4152.1571 | 08740.9485 | -4:02:23 | 219.986465 | 359.022263 | 2
 4152.1575 | 08740.9480 | -4:02:24 | 219.986891 | 359.022726 | 2
 4152.1575 | 08740.9480 | -4:02:26 | 219.986891 | 359.022726 | 2
 4152.1575 | 08740.9480 | -4:02:28 | 219.986891 | 359.022726 | 2
 4152.1277 | 08740.9576 | -4:03:06 | 219.978897 | 358.988386 | 2
 4152.1522 | 08740.9534 | -4:03:08 | 219.982295 | 359.016595 | 2
 4152.1471 | 08740.9611 | -4:03:13 | 219.975719 | 359.010678 | 2
 4152.1486 | 08740.9610 | -4:03:14 | 219.975792 | 359.012404 | 2
 4152.1490 | 08740.9615 | -4:03:15 | 219.975359 | 359.012861 | 2
 4152.1960 | 08740.9689 | -4:03:18 | 219.968587 | 359.066875 | 2
 4152.1539 | 08740.9526 | -4:03:33 | 219.982968 | 359.018555 | 2
 4152.1580 | 08740.9605 | -4:03:34 | 219.976140 | 359.023220 | 2
 4152.1575 | 08740.9639 | -4:03:36 | 219.973221 | 359.022623 | 2
 4152.1578 | 08740.9648 | -4:03:41 | 219.972445 | 359.022962 | 2
 4152.1570 | 08740.9642 | -4:03:43 | 219.972967 | 359.022046 | 2
 4152.1558 | 08740.9583 | -4:03:44 | 219.978050 | 359.020704 | 2
 4152.1559 | 08740.9584 | -4:03:45 | 219.977964 | 359.020818 | 2
 4152.1556 | 08740.9586 | -4:03:46 | 219.977794 | 359.020472 | 2
 4152.1550 | 08740.9595 | -4:03:56 | 219.977026 | 359.019776 | 2
 4152.1490 | 08740.9574 | -4:04:05 | 219.978884 | 359.012888 | 2
 4152.1477 | 08740.9585 | -4:04:06 | 219.977949 | 359.011385 | 2
