 4152.1495 | 08740.9552 | 9 | 219.980771 | 359.013477 
 4152.1500 | 08740.9577 | 9 | 219.978617 | 359.014036 
 4152.1495 | 08740.9566 | 9 | 219.979567 | 359.013468 
 4152.1492 | 08740.9565 | 9 | 219.979656 | 359.013124 
 4152.1493 | 08740.9556 | 9 | 219.980429 | 359.013245 
 4152.1491 | 08740.9543 | 9 | 219.981548 | 359.013023 
 4152.1492 | 08740.9542 | 9 | 219.981633 | 359.013139 
 4152.1491 | 08740.9547 | 9 | 219.981204 | 359.013020 
 4152.1493 | 08740.9551 | 9 | 219.980858 | 359.013248 
 4152.1492 | 08740.9550 | 9 | 219.980945 | 359.013134 
 4152.1492 | 08740.9550 | 9 | 219.980945 | 359.013134 
 4152.1491 | 08740.9544 | 9 | 219.981462 | 359.013022 
 4152.1494 | 08740.9564 | 9 | 219.979740 | 359.013354 
 4152.1495 | 08740.9566 | 9 | 219.979567 | 359.013468 
 4152.1496 | 08740.9564 | 9 | 219.979738 | 359.013585 
 4152.1497 | 08740.9562 | 9 | 219.979909 | 359.013701 
 4152.1497 | 08740.9561 | 9 | 219.979995 | 359.013702 
 4152.1496 | 08740.9556 | 9 | 219.980426 | 359.013590 
 4152.1496 | 08740.9555 | 9 | 219.980512 | 359.013590 
 4152.1495 | 08740.9556 | 9 | 219.980427 | 359.013475 
 4152.1494 | 08740.9555 | 9 | 219.980514 | 359.013360 
 4152.1494 | 08740.9551 | 9 | 219.980858 | 359.013363 
 4152.1494 | 08740.9550 | 9 | 219.980943 | 359.013364 
 4152.1494 | 08740.9550 | 9 | 219.980943 | 359.013364 
 4152.1494 | 08740.9548 | 9 | 219.981115 | 359.013365 
 4152.1493 | 08740.9547 | 9 | 219.981202 | 359.013251 
 4152.1493 | 08740.9546 | 9 | 219.981288 | 359.013251 
 4152.1495 | 08740.9549 | 9 | 219.981029 | 359.013479 
 4152.1507 | 08740.9562 | 9 | 219.979900 | 359.014851 
 4152.1509 | 08740.9563 | 9 | 219.979813 | 359.015081 
 4152.1513 | 08740.9566 | 9 | 219.979551 | 359.015539 
 4152.1515 | 08740.9567 | 9 | 219.979464 | 359.015768 
