 4151.7389 | 08739.0318 | -5:15:39 | 221.638190 | 358.554029 
 4151.7381 | 08739.0298 | -5:15:50 | 221.639917 | 358.553122 
 4151.7382 | 08739.0305 | -5:15:51 | 221.639314 | 358.553233 
 4151.7377 | 08739.0306 | -5:15:52 | 221.639233 | 358.552657 
 4151.7380 | 08739.0300 | -5:15:53 | 221.639746 | 358.553006 
 4151.7366 | 08739.0291 | -5:15:54 | 221.640533 | 358.551402 
 4151.7393 | 08739.0315 | -5:15:56 | 221.638444 | 358.554491 
 4151.7394 | 08739.0330 | -5:15:57 | 221.637154 | 358.554596 
 4151.7378 | 08739.0329 | -5:15:58 | 221.637254 | 358.552756 
 4151.7381 | 08739.0331 | -5:15:59 | 221.637080 | 358.553100 
 4151.7445 | 08739.0332 | -5:16:01 | 221.636935 | 358.560461 
 4151.7400 | 08739.0352 | -5:16:04 | 221.635257 | 358.555271 
 4151.7375 | 08739.0355 | -5:16:05 | 221.635021 | 358.552393 
 4151.7387 | 08739.0369 | -5:16:06 | 221.633807 | 358.553764 
 4151.7418 | 08739.0405 | -5:16:07 | 221.630683 | 358.557305 
 4151.7419 | 08739.0445 | -5:16:09 | 221.627243 | 358.557393 
 4151.7396 | 08739.0485 | -5:16:10 | 221.623824 | 358.554720 
 4151.7396 | 08739.0475 | -5:16:11 | 221.624684 | 358.554727 
 4151.7432 | 08739.0487 | -5:16:13 | 221.623619 | 358.558859 
 4151.7409 | 08739.0513 | -5:16:14 | 221.621405 | 358.556196 
 4151.7466 | 08739.0521 | -5:16:15 | 221.620665 | 358.562747 
 4151.7498 | 08739.0517 | -5:16:16 | 221.620979 | 358.566431 
 4151.7558 | 08739.0527 | -5:16:17 | 221.620065 | 358.573325 
 4151.7595 | 08739.0539 | -5:16:18 | 221.618999 | 358.577573 
 4151.7742 | 08739.0487 | -5:16:21 | 221.623336 | 358.594517 
 4151.7770 | 08739.0427 | -5:16:22 | 221.628469 | 358.597779 
 4151.7886 | 08739.0476 | -5:16:24 | 221.624150 | 358.611088 
 4151.7980 | 08739.0513 | -5:16:26 | 221.620883 | 358.621875 
 4151.8024 | 08739.0528 | -5:16:27 | 221.619553 | 358.626926 
 4151.8074 | 08739.0546 | -5:16:29 | 221.617959 | 358.632665 
 4151.8097 | 08739.0554 | -5:16:30 | 221.617250 | 358.635305 
 4151.8116 | 08739.0558 | -5:16:31 | 221.616889 | 358.637488 
 4151.8140 | 08739.0561 | -5:16:32 | 221.616609 | 358.640247 
 4151.8177 | 08739.0568 | -5:16:33 | 221.615973 | 358.644498 
 4151.8369 | 08739.0766 | -5:16:36 | 221.598773 | 358.666447 
 4151.8410 | 08739.0744 | -5:16:37 | 221.600627 | 358.671178 
 4151.8476 | 08739.0737 | -5:16:38 | 221.601169 | 358.678775 
