 4151.7066 | 08738.9929 | -5:21:20 | 221.671934 | 358.517142 
 4151.7037 | 08738.9858 | -5:21:29 | 221.678066 | 358.513855 
 4151.7129 | 08739.0054 | -5:21:32 | 221.661128 | 358.524303 
 4151.7125 | 08739.0085 | -5:21:33 | 221.658466 | 358.523822 
 4151.7122 | 08739.0089 | -5:21:34 | 221.658125 | 358.523474 
 4151.7093 | 08739.0007 | -5:21:35 | 221.665203 | 358.520194 
 4151.7101 | 08739.0016 | -5:21:36 | 221.664421 | 358.521108 
 4151.7111 | 08739.0052 | -5:21:37 | 221.661317 | 358.522234 
 4151.7108 | 08739.0068 | -5:21:38 | 221.659944 | 358.521878 
 4151.7110 | 08739.0054 | -5:21:39 | 221.661146 | 358.522118 
 4151.7111 | 08739.0047 | -5:21:40 | 221.661747 | 358.522237 
 4151.7096 | 08739.0015 | -5:21:41 | 221.664512 | 358.520534 
 4151.7070 | 08738.9886 | -5:21:46 | 221.675628 | 358.517632 
 4151.7054 | 08738.9885 | -5:21:47 | 221.675728 | 358.515792 
 4151.7103 | 08739.0029 | -5:21:51 | 221.663302 | 358.521329 
 4151.7131 | 08739.0097 | -5:21:52 | 221.657429 | 358.524504 
 4151.7112 | 08739.0043 | -5:21:53 | 221.662090 | 358.522355 
 4151.7103 | 08738.9973 | -5:21:54 | 221.668117 | 358.521368 
 4151.7086 | 08738.9918 | -5:21:55 | 221.672862 | 358.519450 
 4151.7063 | 08738.9878 | -5:21:56 | 221.676322 | 358.516832 
 4151.7087 | 08738.9947 | -5:21:57 | 221.670367 | 358.519545 
 4151.7071 | 08738.9924 | -5:21:58 | 221.672359 | 358.517721 
 4151.7086 | 08739.0004 | -5:21:59 | 221.665467 | 358.519391 
 4151.7059 | 08738.9963 | -5:22:00 | 221.669017 | 358.516314 
 4151.7037 | 08738.9966 | -5:22:01 | 221.668779 | 358.513781 
 4151.6989 | 08738.9980 | -5:22:02 | 221.667619 | 358.508250 
 4151.6948 | 08739.0035 | -5:22:03 | 221.662928 | 358.503496 
 4151.6926 | 08739.0067 | -5:22:04 | 221.660196 | 358.500944 
 4151.6826 | 08738.9913 | -5:22:06 | 221.673530 | 358.489547 
 4151.6787 | 08738.9899 | -5:22:07 | 221.674769 | 358.485071 
 4151.6709 | 08738.9852 | -5:22:08 | 221.678882 | 358.476131 
 4151.6563 | 08738.9784 | -5:22:09 | 221.684863 | 358.459384 
 4151.6564 | 08738.9778 | -5:22:10 | 221.685378 | 358.459503 
 4151.6567 | 08738.9796 | -5:22:11 | 221.683827 | 358.459836 
 4151.6549 | 08738.9850 | -5:22:12 | 221.679201 | 358.457728 
 4151.6522 | 08738.9866 | -5:22:13 | 221.677849 | 358.454611 
 4151.6495 | 08738.9865 | -5:22:14 | 221.677960 | 358.451506 
 4151.6469 | 08738.9852 | -5:22:15 | 221.679102 | 358.448525 
 4151.6452 | 08738.9875 | -5:22:16 | 221.677140 | 358.446554 
 4151.6426 | 08738.9872 | -5:22:17 | 221.677421 | 358.443565 
 4151.6409 | 08738.9894 | -5:22:18 | 221.675545 | 358.441594 
 4151.6390 | 08738.9893 | -5:22:19 | 221.675649 | 358.439410 
 4151.6380 | 08738.9946 | -5:22:20 | 221.671100 | 358.438223 
 4151.6700 | 08738.9898 | -5:22:21 | 221.674935 | 358.475064 
