 4151.9526 | 08739.0656 | 18:56:34 | 221.607174 | 358.799607 
 4151.9526 | 08739.0656 | 18:56:45 | 221.607174 | 358.799607 
 4151.9526 | 08739.0656 | 18:56:46 | 221.607174 | 358.799607 
 4151.9526 | 08739.0656 | 18:56:47 | 221.607174 | 358.799607 
 4151.9526 | 08739.0656 | 18:56:48 | 221.607174 | 358.799607 
 4151.9494 | 08739.0686 | 18:56:49 | 221.604624 | 358.795905 
 4151.9490 | 08739.0686 | 18:56:50 | 221.604627 | 358.795445 
 4151.9473 | 08739.0691 | 18:56:51 | 221.604213 | 358.793486 
 4151.9461 | 08739.0692 | 18:56:52 | 221.604138 | 358.792105 
 4151.9453 | 08739.0690 | 18:56:53 | 221.604317 | 358.791186 
 4151.9436 | 08739.0691 | 18:56:54 | 221.604247 | 358.789230 
 4151.9416 | 08739.0689 | 18:56:55 | 221.604437 | 358.786931 
 4151.9397 | 08739.0685 | 18:56:56 | 221.604798 | 358.784749 
 4151.9377 | 08739.0682 | 18:56:57 | 221.605074 | 358.782450 
 4151.9353 | 08739.0679 | 18:56:58 | 221.605354 | 358.779691 
 4151.9331 | 08739.0676 | 18:56:59 | 221.605632 | 358.777163 
 4151.9309 | 08739.0669 | 18:57:00 | 221.606254 | 358.774637 
 4151.9286 | 08739.0659 | 18:57:01 | 221.607135 | 358.771998 
 4151.9280 | 08739.0649 | 18:57:02 | 221.608000 | 358.771315 
 4151.9268 | 08739.0646 | 18:57:03 | 221.608269 | 358.769937 
 4151.9252 | 08739.0643 | 18:57:04 | 221.608542 | 358.768099 
 4151.9256 | 08739.0645 | 18:57:05 | 221.608366 | 358.768557 
 4151.9337 | 08739.0587 | 18:57:06 | 221.613279 | 358.777914 
 4151.9396 | 08739.0578 | 18:57:07 | 221.613999 | 358.784707 
 4151.9468 | 08739.0580 | 18:57:08 | 221.613761 | 358.792987 
 4151.9543 | 08739.0593 | 18:57:09 | 221.612575 | 358.801605 
 4151.9596 | 08739.0601 | 18:57:10 | 221.611839 | 358.807696 
 4151.9650 | 08739.0610 | 18:57:11 | 221.611015 | 358.813901 
 4151.9709 | 08739.0613 | 18:57:12 | 221.610704 | 358.820686 
 4151.9765 | 08739.0614 | 18:57:13 | 221.610566 | 358.827126 
 4151.9820 | 08739.0616 | 18:57:14 | 221.610344 | 358.833451 
 4151.9875 | 08739.0618 | 18:57:15 | 221.610122 | 358.839776 
 4151.9932 | 08739.0619 | 18:57:16 | 221.609984 | 358.846332 
 4151.9990 | 08739.0620 | 18:57:17 | 221.609845 | 358.853003 
 4152.0049 | 08739.0621 | 18:57:18 | 221.609705 | 358.859789 
 4152.0108 | 08739.0625 | 18:57:19 | 221.609307 | 358.866572 
