 4151.7448 | 08739.0343 | -5:09:12 | 221.635987 | 358.560798 
 4151.7404 | 08739.0384 | -5:09:22 | 221.632501 | 358.555709 
 4151.7418 | 08739.0387 | -5:09:23 | 221.632231 | 358.557317 
 4151.7396 | 08739.0359 | -5:09:24 | 221.634658 | 358.554806 
 4151.7398 | 08739.0369 | -5:09:25 | 221.633797 | 358.555029 
 4151.7402 | 08739.0415 | -5:09:26 | 221.629838 | 358.555458 
 4151.7422 | 08739.0382 | -5:09:27 | 221.632657 | 358.557781 
 4151.7388 | 08739.0376 | -5:09:29 | 221.633204 | 358.553874 
 4151.7425 | 08739.0482 | -5:09:30 | 221.624056 | 358.558058 
 4151.7438 | 08739.0536 | -5:09:31 | 221.619401 | 358.559516 
 4151.7442 | 08739.0564 | -5:09:34 | 221.616989 | 358.559957 
 4151.7470 | 08739.0534 | -5:09:35 | 221.619543 | 358.563198 
 4151.7493 | 08739.0572 | -5:09:36 | 221.616255 | 358.565818 
 4151.7486 | 08739.0494 | -5:09:37 | 221.622968 | 358.565066 
 4151.7531 | 08739.0464 | -5:09:38 | 221.625506 | 358.570263 
 4151.7562 | 08739.0458 | -5:09:39 | 221.625994 | 358.573833 
 4151.7590 | 08739.0449 | -5:09:40 | 221.626742 | 358.577059 
 4151.7622 | 08739.0425 | -5:09:41 | 221.628777 | 358.580757 
 4151.7664 | 08739.0448 | -5:09:42 | 221.626761 | 358.585572 
 4151.7707 | 08739.0437 | -5:09:43 | 221.627667 | 358.590526 
 4151.7743 | 08739.0433 | -5:09:44 | 221.627978 | 358.594669 
 4151.7781 | 08739.0422 | -5:09:45 | 221.628889 | 358.599048 
 4151.7845 | 08739.0446 | -5:09:46 | 221.626767 | 358.606393 
 4151.7882 | 08739.0444 | -5:09:47 | 221.626905 | 358.610650 
 4151.7921 | 08739.0460 | -5:09:48 | 221.625494 | 358.615125 
 4151.7974 | 08739.0500 | -5:09:49 | 221.622006 | 358.621194 
 4151.8005 | 08739.0502 | -5:09:50 | 221.621806 | 358.624759 
 4151.8013 | 08739.0488 | -5:09:51 | 221.623002 | 358.625688 
 4151.8029 | 08739.0492 | -5:09:52 | 221.622643 | 358.627526 
 4151.8049 | 08739.0471 | -5:09:53 | 221.624431 | 358.629841 
 4151.8085 | 08739.0504 | -5:09:54 | 221.621560 | 358.633959 
 4151.8110 | 08739.0514 | -5:09:55 | 221.620678 | 358.636828 
 4151.8159 | 08739.0507 | -5:09:56 | 221.621235 | 358.642469 
 4151.8200 | 08739.0514 | -5:09:57 | 221.620595 | 358.647180 
 4151.8237 | 08739.0517 | -5:09:58 | 221.620304 | 358.651434 
 4151.8271 | 08739.0520 | -5:09:59 | 221.620015 | 358.655343 
 4151.8318 | 08739.0523 | -5:10:00 | 221.619714 | 358.660747 
 4151.8362 | 08739.0526 | -5:10:01 | 221.619415 | 358.665806 
 4151.8411 | 08739.0528 | -5:10:02 | 221.619199 | 358.671441 
 4151.8462 | 08739.0529 | -5:10:03 | 221.619066 | 358.677307 
 4151.8516 | 08739.0531 | -5:10:04 | 221.618845 | 358.683517 
 4151.8567 | 08739.0532 | -5:10:05 | 221.618712 | 358.689382 
 4151.8608 | 08739.0545 | -5:10:06 | 221.617557 | 358.694089 
 4151.8650 | 08739.0547 | -5:10:07 | 221.617347 | 358.698919 
 4151.8690 | 08739.0548 | -5:10:08 | 221.617224 | 358.703519 
 4151.8724 | 08739.0547 | -5:10:09 | 221.617279 | 358.707431 
 4151.8750 | 08739.0549 | -5:10:10 | 221.617083 | 358.710420 
 4151.8767 | 08739.0549 | -5:10:11 | 221.617068 | 358.712376 
 4151.8781 | 08739.0549 | -5:10:12 | 221.617055 | 358.713986 
 4151.8796 | 08739.0550 | -5:10:13 | 221.616955 | 358.715711 
 4151.8818 | 08739.0550 | -5:10:14 | 221.616935 | 358.718241 
 4151.8846 | 08739.0552 | -5:10:15 | 221.616737 | 358.721461 
 4151.8881 | 08739.0555 | -5:10:16 | 221.616447 | 358.725484 
 4151.8920 | 08739.0557 | -5:10:17 | 221.616240 | 358.729969 
 4151.8961 | 08739.0558 | -5:10:18 | 221.616116 | 358.734684 
 4151.9004 | 08739.0561 | -5:10:19 | 221.615819 | 358.739628 
 4151.9050 | 08739.0562 | -5:10:20 | 221.615691 | 358.744919 
 4151.9098 | 08739.0563 | -5:10:21 | 221.615561 | 358.750439 
 4151.9148 | 08739.0563 | -5:10:22 | 221.615515 | 358.756191 
 4151.9200 | 08739.0564 | -5:10:23 | 221.615382 | 358.762171 
 4151.9255 | 08739.0565 | -5:10:24 | 221.615246 | 358.768497 
 4151.9313 | 08739.0566 | -5:10:25 | 221.615107 | 358.775168 
 4151.9373 | 08739.0569 | -5:10:26 | 221.614794 | 358.782067 
 4151.9435 | 08739.0572 | -5:10:27 | 221.614479 | 358.789197 
